PeakID (cmd=annotatePeaks.pl bam_atac.mRp.clN_peaks.narrowPeak dm3_rel78.fa.gz -gid -gtf Drosophila_melanogaster.BDGP5.78.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
bam_atac.mRp.clN_peak_1480	2L	11057241	11058757	+	542	NA	intron (FBgn0032330, intron 1 of 6)	protein_coding-intron (FBgn0032330, intron 1 of 6)	8998	FBgn0032330	FBgn0032330	FBtr0331198			Samuel			protein_coding
bam_atac.mRp.clN_peak_1507	2L	11271695	11272565	+	541	NA	intron (FBgn0052831, intron 4 of 13)	protein_coding-intron (FBgn0040233, intron 4 of 13)	2403	FBgn0040233	FBgn0040233	FBtr0091678			cana			protein_coding
bam_atac.mRp.clN_peak_4029	2R	6991993	6992650	+	541	NA	intron (FBgn0040765, intron 1 of 4)	protein_coding-intron (FBgn0040765, intron 1 of 4)	2000	FBgn0040765	FBgn0040765	FBtr0088210			luna			protein_coding
bam_atac.mRp.clN_peak_1028	2L	7885016	7886245	+	541	NA	promoter-TSS (FBgn0261790)	protein_coding-promoter-TSS (FBgn0261790)	127	FBgn0083968	FBgn0083968	FBtr0110879			CG34132			protein_coding
bam_atac.mRp.clN_peak_7096	3L	8120518	8122117	+	541	NA	promoter-TSS (FBgn0029113)	protein_coding-promoter-TSS (FBgn0029113)	163	FBgn0010350	FBgn0010350	FBtr0076688			CdsA			protein_coding
bam_atac.mRp.clN_peak_10871	3R	11088384	11089931	+	540	NA	promoter-TSS (FBgn0014879)	protein_coding-promoter-TSS (FBgn0014879)	39	FBgn0263755	FBgn0263755	FBtr0310385			Su(var)3-9			protein_coding
bam_atac.mRp.clN_peak_6210	3L	1502140	1502955	+	540	NA	promoter-TSS (FBgn0261243)	protein_coding-promoter-TSS (FBgn0261243)	43	FBgn0028577	FBgn0028577	FBtr0301523			pUf68			protein_coding
bam_atac.mRp.clN_peak_6974	3L	7337877	7338462	+	540	NA	promoter-TSS (FBgn0035767)	protein_coding-promoter-TSS (FBgn0035767)	-685	FBgn0035767	FBgn0035767	FBtr0332732			CG8596			protein_coding
bam_atac.mRp.clN_peak_8582	3L	19287493	19288340	+	540	NA	promoter-TSS (FBgn0028380)	protein_coding-promoter-TSS (FBgn0028380)	49	FBgn0028380	FBgn0028380	FBtr0321324			fal			protein_coding
bam_atac.mRp.clN_peak_14929	X	18373628	18374294	+	540	NA	promoter-TSS (FBgn0052547)	protein_coding-promoter-TSS (FBgn0052547)	-358	FBgn0052547	FBgn0052547	FBtr0290002			CG32547			protein_coding
bam_atac.mRp.clN_peak_12383	3R	21676401	21677805	+	540	NA	promoter-TSS (FBgn0039379)	protein_coding-promoter-TSS (FBgn0039379)	-90	FBgn0040602	FBgn0040602	FBtr0084913			CG14545			protein_coding
bam_atac.mRp.clN_peak_10609	3R	9207516	9208691	+	539	NA	promoter-TSS (FBgn0038145)	protein_coding-promoter-TSS (FBgn0038145)	263	FBgn0038145	FBgn0038145	FBtr0082754			Droj2			protein_coding
bam_atac.mRp.clN_peak_2332	2L	18732516	18733274	+	539	NA	Intergenic	Intergenic	-1476	FBgn0032707	FBgn0032707	FBtr0301647			CG10348			protein_coding
bam_atac.mRp.clN_peak_12104	3R	19832131	19833452	+	539	NA	promoter-TSS (FBgn0020647)	protein_coding-promoter-TSS (FBgn0020647)	-1041	FBgn0020647	FBgn0020647	FBtr0301419			KrT95D			protein_coding
bam_atac.mRp.clN_peak_5928	2R	20769033	20770445	+	539	NA	promoter-TSS (FBgn0085442)	protein_coding-promoter-TSS (FBgn0085442)	-399	FBgn0263443	FBgn0263443	FBtr0309289			CR43466			ncRNA
bam_atac.mRp.clN_peak_2979	2R	311151	312066	+	539	NA	intron (FBgn0260798, intron 7 of 15)	protein_coding-intron (FBgn0260798, intron 6 of 14)	46950	FBgn0260798	FBgn0260798	FBtr0302242			Gprk1			protein_coding
bam_atac.mRp.clN_peak_11193	3R	13371404	13372312	+	539	NA	TTS (FBgn0025571)	protein_coding-TTS (FBgn0025571)	373	FBgn0038519	FBgn0038519	FBtr0083503			Prx3			protein_coding
bam_atac.mRp.clN_peak_3801	2R	5452453	5454165	+	538	NA	TTS (FBgn0085436)	protein_coding-TTS (FBgn0085436)	4166	FBgn0033423	FBgn0033423	FBtr0088520			CG1809			protein_coding
bam_atac.mRp.clN_peak_10664	3R	9638501	9639110	+	538	NA	promoter-TSS (FBgn0259733)	protein_coding-promoter-TSS (FBgn0259733)	-26	FBgn0259732	FBgn0259732	FBtr0299999			tal-3A			protein_coding
bam_atac.mRp.clN_peak_811	2L	6338032	6339663	+	538	NA	promoter-TSS (FBgn0015623)	protein_coding-promoter-TSS (FBgn0015623)	-176	FBgn0031799	FBgn0031799	FBtr0079284			Pez			protein_coding
bam_atac.mRp.clN_peak_11782	3R	17681576	17682735	+	538	NA	promoter-TSS (FBgn0015229)	protein_coding-promoter-TSS (FBgn0015229)	-171	FBgn0015229	FBgn0015229	FBtr0084157			glec			protein_coding
bam_atac.mRp.clN_peak_14403	X	11464105	11465051	+	537	NA	promoter-TSS (FBgn0030311)	protein_coding-promoter-TSS (FBgn0030311)	-76	FBgn0030311	FBgn0030311	FBtr0073510			CG11699			protein_coding
bam_atac.mRp.clN_peak_4732	2R	11887032	11888867	+	537	NA	promoter-TSS (FBgn0034060)	protein_coding-promoter-TSS (FBgn0034060)	-160	FBgn0020236	FBgn0020236	FBtr0300598			ATPCL			protein_coding
bam_atac.mRp.clN_peak_8224	3L	16758707	16759625	+	537	NA	promoter-TSS (FBgn0004108)	protein_coding-promoter-TSS (FBgn0004108)	-6	FBgn0004108	FBgn0004108	FBtr0075323			Nrt			protein_coding
bam_atac.mRp.clN_peak_4304	2R	8872173	8873504	+	537	NA	Intergenic	Intergenic	-4344	FBgn0005624	FBgn0005624	FBtr0087798			Psc			protein_coding
bam_atac.mRp.clN_peak_8546	3L	19079033	19080713	+	537	NA	promoter-TSS (FBgn0036844)	protein_coding-promoter-TSS (FBgn0036844)	-347	FBgn0036844	FBgn0036844	FBtr0075035			Mkp3			protein_coding
bam_atac.mRp.clN_peak_11228	3R	13623772	13624367	+	537	NA	promoter-TSS (FBgn0038546)	protein_coding-promoter-TSS (FBgn0038546)	-43	FBgn0038546	FBgn0038546	FBtr0083529			CG7379			protein_coding
bam_atac.mRp.clN_peak_13466	X	415658	417776	+	537	NA	intron (FBgn0260400, intron 1 of 2)	protein_coding-intron (FBgn0023535, intron 3 of 4)	542	FBgn0260400	FBgn0260400	FBtr0114366			elav			protein_coding
bam_atac.mRp.clN_peak_7620	3L	12131298	12133111	+	537	NA	promoter-TSS (FBgn0011455)	protein_coding-promoter-TSS (FBgn0011455)	236	FBgn0036257	FBgn0036257	FBtr0334092			RhoGAP68F			protein_coding
bam_atac.mRp.clN_peak_12788	3R	25025213	25026599	+	536	NA	promoter-TSS (FBgn0014427)	protein_coding-promoter-TSS (FBgn0014427)	-268	FBgn0014427	FBgn0014427	FBtr0085390			CG11899			protein_coding
bam_atac.mRp.clN_peak_10374	3R	7256956	7257866	+	536	NA	promoter-TSS (FBgn0037900)	protein_coding-promoter-TSS (FBgn0037900)	-14	FBgn0037899	FBgn0037899	FBtr0082403			RpL24-like			protein_coding
bam_atac.mRp.clN_peak_9379	3R	204483	205190	+	536	NA	promoter-TSS (FBgn0037239)	protein_coding-promoter-TSS (FBgn0037239)	-193	FBgn0037239	FBgn0037239	FBtr0078916			CG11739			protein_coding
bam_atac.mRp.clN_peak_14342	X	10638060	10639611	+	536	NA	exon (FBgn0003204, exon 2 of 7)	protein_coding-exon (FBgn0003204, exon 2 of 7)	103	FBgn0052676	FBgn0052676	FBtr0071503			CG32676			protein_coding
bam_atac.mRp.clN_peak_6417	3L	3080362	3082250	+	536	NA	promoter-TSS (FBgn0035397)	protein_coding-promoter-TSS (FBgn0035397)	8099	FBgn0035397	FBgn0035397	FBtr0072996			CG11486			protein_coding
bam_atac.mRp.clN_peak_9132	3L	22938200	22938943	+	535	NA	promoter-TSS (FBgn0037207)	protein_coding-promoter-TSS (FBgn0037207)	-524	FBgn0037207	FBgn0037207	FBtr0078563			Mes2			protein_coding
bam_atac.mRp.clN_peak_7840	3L	14021428	14022337	+	535	NA	TTS (FBgn0061515)	protein_coding-TTS (FBgn0061515)	339	FBgn0052133	FBgn0052133	FBtr0075784			ptip			protein_coding
bam_atac.mRp.clN_peak_488	2L	3802937	3804155	+	535	NA	promoter-TSS (FBgn0021800)	protein_coding-promoter-TSS (FBgn0021800)	-2153	FBgn0021800	FBgn0021800	FBtr0077498			l(2)k16918			protein_coding
bam_atac.mRp.clN_peak_10741	3R	10151867	10153789	+	535	NA	promoter-TSS (FBgn0038224)	protein_coding-promoter-TSS (FBgn0038224)	159	FBgn0038224	FBgn0038224	FBtr0082932			CG3321			protein_coding
bam_atac.mRp.clN_peak_2374	2L	19003134	19003944	+	534	NA	TTS (FBgn0051792)	protein_coding-TTS (FBgn0051792)	129	FBgn0051793	FBgn0051793	FBtr0310616			CG31793			protein_coding
bam_atac.mRp.clN_peak_9395	3R	296081	297488	+	534	NA	intron (FBgn0051523, intron 1 of 7)	protein_coding-intron (FBgn0051523, intron 1 of 7)	-2429	FBgn0051523	FBgn0051523	FBtr0078938			CG31523			protein_coding
bam_atac.mRp.clN_peak_12238	3R	20763543	20764968	+	534	NA	promoter-TSS (FBgn0020626)	protein_coding-promoter-TSS (FBgn0020626)	-296	FBgn0020626	FBgn0020626	FBtr0084801			Osbp			protein_coding
bam_atac.mRp.clN_peak_7638	3L	12258691	12260868	+	533	NA	promoter-TSS (FBgn0052100)	protein_coding-promoter-TSS (FBgn0052100)	-849	FBgn0052100	FBgn0052100	FBtr0076006			CG32100			protein_coding
bam_atac.mRp.clN_peak_1508	2L	11277808	11278533	+	533	NA	promoter-TSS (FBgn0052831)	protein_coding-promoter-TSS (FBgn0052831)	19	FBgn0052831	FBgn0052831	FBtr0091681			CG33695			protein_coding
bam_atac.mRp.clN_peak_7730	3L	13014851	13016543	+	533	NA	promoter-TSS (FBgn0260441)	protein_coding-promoter-TSS (FBgn0260441)	-755	FBgn0260441	FBgn0260441	FBtr0075878			RpS12			protein_coding
bam_atac.mRp.clN_peak_11871	3R	18273194	18274979	+	533	NA	exon (FBgn0085405, exon 1 of 3)	protein_coding-exon (FBgn0085405, exon 1 of 3)	324	FBgn0085405	FBgn0085405	FBtr0112608			CG34376			protein_coding
bam_atac.mRp.clN_peak_5811	2R	19955783	19957012	+	533	NA	promoter-TSS (FBgn0034971)	protein_coding-promoter-TSS (FBgn0034971)	-36	FBgn0034971	FBgn0034971	FBtr0072179			CG3209			protein_coding
bam_atac.mRp.clN_peak_10244	3R	6158255	6159234	+	533	NA	promoter-TSS (FBgn0037810)	protein_coding-promoter-TSS (FBgn0037810)	-375	FBgn0037810	FBgn0037810	FBtr0082232			sle			protein_coding
bam_atac.mRp.clN_peak_2991	2R	402842	404655	+	532	NA	exon (FBgn0040007, exon 2 of 2)	protein_coding-exon (FBgn0040007, exon 2 of 2)	213	FBgn0040007	FBgn0040007	FBtr0111120			RpL38			protein_coding
bam_atac.mRp.clN_peak_14660	X	15213428	15214903	+	532	NA	promoter-TSS (FBgn0004924)	protein_coding-promoter-TSS (FBgn0004924)	-141	FBgn0263548	FBgn0263548	FBtr0309667			mir-4957			pre_miRNA
bam_atac.mRp.clN_peak_4744	2R	11985626	11986647	+	532	NA	promoter-TSS (FBgn0034072)	protein_coding-promoter-TSS (FBgn0034072)	-91	FBgn0034072	FBgn0034072	FBtr0087258			Dg			protein_coding
bam_atac.mRp.clN_peak_10914	3R	11362271	11363330	+	532	NA	TTS (FBgn0038348)	protein_coding-TTS (FBgn0038348)	210	FBgn0038347	FBgn0038347	FBtr0083154			CG18522			protein_coding
bam_atac.mRp.clN_peak_13362	4	827609	829281	+	532	NA	promoter-TSS (FBgn0039938)	protein_coding-promoter-TSS (FBgn0039938)	8386	FBgn0039939	FBgn0039939	FBtr0089242			CG11231			protein_coding
bam_atac.mRp.clN_peak_5232	2R	15713736	15714635	+	532	NA	promoter-TSS (FBgn0034476)	protein_coding-promoter-TSS (FBgn0034476)	-225	FBgn0034476	FBgn0034476	FBtr0086336			Toll-7			protein_coding
bam_atac.mRp.clN_peak_2925	2L	22959958	22961690	+	532	NA	promoter-TSS (FBgn0086683)	protein_coding-promoter-TSS (FBgn0086683)	91	FBgn0086683	FBgn0086683	FBtr0111241			Spf45			protein_coding
bam_atac.mRp.clN_peak_9534	3R	1096156	1097356	+	532	NA	exon (FBgn0013576, exon 19 of 19)	protein_coding-exon (FBgn0013576, exon 19 of 19)	1953	FBgn0037309	FBgn0037309	FBtr0078783			CR31541			pseudogene
bam_atac.mRp.clN_peak_15215	X	21773267	21774165	+	532	NA	Intergenic	Intergenic	-72874	FBgn0031183	FBgn0031183	FBtr0077344			CG14621			protein_coding
bam_atac.mRp.clN_peak_9464	3R	736209	737083	+	532	NA	TTS (FBgn0004913)	protein_coding-TTS (FBgn0004913)	368	FBgn0051536	FBgn0051536	FBtr0078840			Cdep			protein_coding
bam_atac.mRp.clN_peak_6006	3L	211178	213091	+	531	NA	promoter-TSS (FBgn0035111)	protein_coding-promoter-TSS (FBgn0035111)	553	FBgn0035110	FBgn0035110	FBtr0072527			thoc7			protein_coding
bam_atac.mRp.clN_peak_8137	3L	16183817	16184878	+	531	NA	Intergenic	Intergenic	-6621	FBgn0053687	FBgn0053687	FBtr0091667			CG33687			protein_coding
bam_atac.mRp.clN_peak_12854	3R	25597437	25598060	+	531	NA	promoter-TSS (FBgn0001297)	protein_coding-promoter-TSS (FBgn0001297)	8705	FBgn0039694	FBgn0039694	FBtr0085538			fig			protein_coding
bam_atac.mRp.clN_peak_11581	3R	16413282	16414455	+	531	NA	promoter-TSS (FBgn0038810)	protein_coding-promoter-TSS (FBgn0038810)	217	FBgn0014029	FBgn0014029	FBtr0083945			Sep2			protein_coding
bam_atac.mRp.clN_peak_6808	3L	5925378	5925978	+	530	NA	promoter-TSS (FBgn0002638)	protein_coding-promoter-TSS (FBgn0002638)	34	FBgn0002638	FBgn0002638	FBtr0077076			Bj1			protein_coding
bam_atac.mRp.clN_peak_4507	2R	10368287	10370223	+	530	NA	exon (FBgn0001332, exon 1 of 4)	protein_coding-exon (FBgn0001332, exon 1 of 4)	539	FBgn0001332	FBgn0001332	FBtr0087492			L			protein_coding
bam_atac.mRp.clN_peak_4513	2R	10390631	10392268	+	530	NA	promoter-TSS (FBgn0261823)	protein_coding-promoter-TSS (FBgn0261823)	-14	FBgn0261823	FBgn0261823	FBtr0100154			Asx			protein_coding
bam_atac.mRp.clN_peak_2753	2L	21753304	21753913	+	530	NA	exon (FBgn0086779, exon 1 of 9)	protein_coding-exon (FBgn0086779, exon 1 of 9)	3858	FBgn0086779	FBgn0086779	FBtr0085910			step			protein_coding
bam_atac.mRp.clN_peak_4090	2R	7339374	7340865	+	530	NA	promoter-TSS (FBgn0000581)	protein_coding-promoter-TSS (FBgn0000581)	571	FBgn0000581	FBgn0000581	FBtr0088140			E(Pc)			protein_coding
bam_atac.mRp.clN_peak_4108	2R	7513977	7514333	+	530	NA	intron (FBgn0033638, intron 2 of 7)	protein_coding-intron (FBgn0033638, intron 2 of 7)	-7627	FBgn0086712	FBgn0086712	FBtr0088090			Egm			protein_coding
bam_atac.mRp.clN_peak_12836	3R	25507674	25508369	+	530	NA	promoter-TSS (FBgn0013972)	protein_coding-promoter-TSS (FBgn0013972)	-21	FBgn0039681	FBgn0039681	FBtr0085464			CG7582			protein_coding
bam_atac.mRp.clN_peak_13482	X	548277	550824	+	530	NA	promoter-TSS (FBgn0025637)	protein_coding-promoter-TSS (FBgn0025637)	-579	FBgn0025639	FBgn0025639	FBtr0308652			Hmt4-20			protein_coding
bam_atac.mRp.clN_peak_6429	3L	3178051	3179749	+	529	NA	promoter-TSS (FBgn0035411)	protein_coding-promoter-TSS (FBgn0035411)	-30	FBgn0035411	FBgn0035411	FBtr0332099			Girdin			protein_coding
bam_atac.mRp.clN_peak_3368	2R	2646121	2646983	+	529	NA	promoter-TSS (FBgn0033101)	protein_coding-promoter-TSS (FBgn0033101)	-148	FBgn0033101	FBgn0033101	FBtr0086134			CG9436			protein_coding
bam_atac.mRp.clN_peak_13916	X	5515642	5516696	+	529	NA	promoter-TSS (FBgn0026702)	protein_coding-promoter-TSS (FBgn0026702)	209	FBgn0263631	FBgn0263631	FBtr0309643			mir-3645			pre_miRNA
bam_atac.mRp.clN_peak_6046	3L	505766	506391	+	528	NA	intron (FBgn0001316, intron 3 of 18)	protein_coding-intron (FBgn0001316, intron 4 of 18)	5113	FBgn0085297	FBgn0085297	FBtr0112463			CG34268			protein_coding
bam_atac.mRp.clN_peak_383	2L	2998865	2999863	+	528	NA	promoter-TSS (FBgn0031488)	protein_coding-promoter-TSS (FBgn0031488)	78	FBgn0031488	FBgn0031488	FBtr0077646			CG17265			protein_coding
bam_atac.mRp.clN_peak_2757	2L	21794697	21795643	+	528	NA	intron (FBgn0051612, intron 1 of 3)	protein_coding-intron (FBgn0051612, intron 1 of 3)	260	FBgn0051612	FBgn0051612	FBtr0300999			CG31612			protein_coding
bam_atac.mRp.clN_peak_9133	3L	22941126	22942148	+	528	NA	intron (FBgn0037207, intron 2 of 2)	protein_coding-intron (FBgn0037207, intron 2 of 2)	2542	FBgn0037207	FBgn0037207	FBtr0078563			Mes2			protein_coding
bam_atac.mRp.clN_peak_8404	3L	17964189	17964747	+	527	NA	promoter-TSS (FBgn0000568)	protein_coding-promoter-TSS (FBgn0000568)	31710	FBgn0086081	FBgn0086081	FBtr0114357			snoRNA:Me28S-A30			snoRNA
bam_atac.mRp.clN_peak_2065	2L	16450823	16452067	+	527	NA	TTS (FBgn0020415)	protein_coding-TTS (FBgn0020415)	374	FBgn0020414	FBgn0020414	FBtr0080863			Idgf3			protein_coding
bam_atac.mRp.clN_peak_14924	X	18298535	18299403	+	527	NA	promoter-TSS (FBgn0052549)	protein_coding-promoter-TSS (FBgn0052549)	-4914	FBgn0085357	FBgn0085357	FBtr0112530			CG34328			protein_coding
bam_atac.mRp.clN_peak_12456	3R	22286992	22287531	+	527	NA	promoter-TSS (FBgn0039430)	protein_coding-promoter-TSS (FBgn0039430)	3186	FBgn0039429	FBgn0039429	FBtr0085014			CG14238			protein_coding
bam_atac.mRp.clN_peak_1264	2L	9567581	9569458	+	526	NA	promoter-TSS (FBgn0032130)	protein_coding-promoter-TSS (FBgn0032130)	-1798	FBgn0032130	FBgn0032130	FBtr0079835			CG3838			protein_coding
bam_atac.mRp.clN_peak_3605	2R	4018507	4019809	+	526	NA	promoter-TSS (FBgn0260398)	protein_coding-promoter-TSS (FBgn0260398)	220	FBgn0005648	FBgn0005648	FBtr0088786			Pabp2			protein_coding
bam_atac.mRp.clN_peak_7673	3L	12522791	12523489	+	526	NA	TTS (FBgn0036299)	protein_coding-TTS (FBgn0036299)	131	FBgn0036298	FBgn0036298	FBtr0075967			nst			protein_coding
bam_atac.mRp.clN_peak_13106	3R	27283351	27284522	+	525	NA	TTS (FBgn0261988)	protein_coding-TTS (FBgn0261988)	1655	FBgn0039848	FBgn0039848	FBtr0085810			lox			protein_coding
bam_atac.mRp.clN_peak_7469	3L	11003413	11003983	+	525	NA	Intergenic	Intergenic	-1765	FBgn0013469	FBgn0013469	FBtr0330080			klu			protein_coding
bam_atac.mRp.clN_peak_4257	2R	8522866	8524468	+	525	NA	promoter-TSS (FBgn0011604)	protein_coding-promoter-TSS (FBgn0011604)	-21	FBgn0061360	FBgn0061360	FBtr0091651			CG33672			protein_coding
bam_atac.mRp.clN_peak_8697	3L	20179002	20180050	+	525	NA	intron (FBgn0261556, intron 3 of 14)	protein_coding-intron (FBgn0261556, intron 2 of 14)	-1041	FBgn0261556	FBgn0261556	FBtr0332699			CG42674			protein_coding
bam_atac.mRp.clN_peak_2360	2L	18936113	18936812	+	524	NA	exon (FBgn0032723, exon 6 of 11)	protein_coding-exon (FBgn0032723, exon 6 of 11)	7486	FBgn0032723	FBgn0032723	FBtr0081193			ssp3			protein_coding
bam_atac.mRp.clN_peak_3529	2R	3586405	3587447	+	524	NA	promoter-TSS (FBgn0050496)	protein_coding-promoter-TSS (FBgn0050496)	-83	FBgn0050496	FBgn0050496	FBtr0088926			CG30496			protein_coding
bam_atac.mRp.clN_peak_3965	2R	6505002	6506306	+	524	NA	TTS (FBgn0263102)	protein_coding-TTS (FBgn0263102)	-4054	FBgn0033538	FBgn0033538	FBtr0113063			CG11883			protein_coding
bam_atac.mRp.clN_peak_14037	X	6714521	6715279	+	524	NA	promoter-TSS (FBgn0029906)	protein_coding-promoter-TSS (FBgn0029906)	48	FBgn0029905	FBgn0029905	FBtr0070974			Nf-YC			protein_coding
bam_atac.mRp.clN_peak_2754	2L	21756736	21758411	+	524	NA	promoter-TSS (FBgn0032961)	protein_coding-promoter-TSS (FBgn0032961)	-107	FBgn0086779	FBgn0086779	FBtr0085910			step			protein_coding
bam_atac.mRp.clN_peak_2060	2L	16350102	16353247	+	524	NA	intron (FBgn0000307, intron 1 of 1)	protein_coding-intron (FBgn0000307, intron 1 of 2)	926	FBgn0087041	FBgn0087041	FBtr0273183			CG42231			protein_coding
bam_atac.mRp.clN_peak_13992	X	6417988	6418790	+	523	NA	promoter-TSS (FBgn0029873)	protein_coding-promoter-TSS (FBgn0029873)	-33	FBgn0259242	FBgn0259242	FBtr0331297			CG42340			protein_coding
bam_atac.mRp.clN_peak_5385	2R	16960227	16961544	+	523	NA	promoter-TSS (FBgn0003748)	protein_coding-promoter-TSS (FBgn0003748)	-595	FBgn0034583	FBgn0034583	FBtr0071541			CG10527			protein_coding
bam_atac.mRp.clN_peak_3127	2R	1173858	1174272	+	522	NA	intron (FBgn0033015, intron 2 of 4)	protein_coding-intron (FBgn0033015, intron 2 of 4)	-20747	FBgn0261403	FBgn0261403	FBtr0086086			sxc			protein_coding
bam_atac.mRp.clN_peak_7584	3L	11812752	11813319	+	522	NA	promoter-TSS (FBgn0036211)	protein_coding-promoter-TSS (FBgn0036211)	2247	FBgn0036211	FBgn0036211	FBtr0110868			CG5946			protein_coding
bam_atac.mRp.clN_peak_2136	2L	16880959	16881435	+	522	NA	exon (FBgn0032618, exon 3 of 5)	protein_coding-exon (FBgn0032618, exon 3 of 5)	1680	FBgn0085342	FBgn0085342	FBtr0112511			CG34313			protein_coding
bam_atac.mRp.clN_peak_5614	2R	18587473	18588586	+	522	NA	promoter-TSS (FBgn0005631)	protein_coding-promoter-TSS (FBgn0005631)	-176	FBgn0005631	FBgn0005631	FBtr0071923			robo			protein_coding
bam_atac.mRp.clN_peak_7160	3L	8539296	8540256	+	522	NA	promoter-TSS (FBgn0260442)	protein_coding-promoter-TSS (FBgn0260442)	1	FBgn0260442	FBgn0260442	FBtr0333106			rhea			protein_coding
bam_atac.mRp.clN_peak_5623	2R	18693871	18694669	+	522	NA	promoter-TSS (FBgn0000405)	protein_coding-promoter-TSS (FBgn0000405)	220	FBgn0000405	FBgn0000405	FBtr0071914			CycB			protein_coding
bam_atac.mRp.clN_peak_12682	3R	24161044	24162261	+	522	NA	promoter-TSS (FBgn0261618)	protein_coding-promoter-TSS (FBgn0261618)	-389	FBgn0261618	FBgn0261618	FBtr0301181			larp			protein_coding
bam_atac.mRp.clN_peak_10815	3R	10643083	10644399	+	521	NA	promoter-TSS (FBgn0053555)	protein_coding-promoter-TSS (FBgn0053555)	16246	FBgn0038262	FBgn0038262	FBtr0082993			CG14857			protein_coding
bam_atac.mRp.clN_peak_10899	3R	11234016	11234952	+	521	NA	promoter-TSS (FBgn0041188)	protein_coding-promoter-TSS (FBgn0041188)	-689	FBgn0041188	FBgn0041188	FBtr0083101			Atx2			protein_coding
bam_atac.mRp.clN_peak_1353	2L	10246525	10247136	+	520	NA	TTS (FBgn0000229)	protein_coding-TTS (FBgn0000229)	248	FBgn0024248	FBgn0024248	FBtr0333412			chico			protein_coding
bam_atac.mRp.clN_peak_6028	3L	361040	361700	+	520	NA	promoter-TSS (FBgn0035137)	protein_coding-promoter-TSS (FBgn0035137)	-102	FBgn0035137	FBgn0035137	FBtr0072549			CG1233			protein_coding
bam_atac.mRp.clN_peak_8419	3L	18022709	18023456	+	520	NA	intron (FBgn0000568, intron 3 of 7)	protein_coding-intron (FBgn0000568, intron 1 of 5)	-10335	FBgn0052192	FBgn0052192	FBtr0300047			CG32192			protein_coding
bam_atac.mRp.clN_peak_10877	3R	11115772	11117717	+	520	NA	promoter-TSS (FBgn0003721)	protein_coding-promoter-TSS (FBgn0003721)	9472	FBgn0003721	FBgn0003721	FBtr0305656			Tm1			protein_coding
bam_atac.mRp.clN_peak_5657	2R	18954646	18955346	+	520	NA	TTS (FBgn0261363)	protein_coding-TTS (FBgn0261363)	-1932	FBgn0021979	FBgn0021979	FBtr0071961			l(2)k09913			protein_coding
bam_atac.mRp.clN_peak_12111	3R	19872300	19874258	+	520	NA	promoter-TSS (FBgn0043455)	protein_coding-promoter-TSS (FBgn0043455)	164	FBgn0005649	FBgn0005649	FBtr0333200			Rox8			protein_coding
bam_atac.mRp.clN_peak_5383	2R	16944055	16945840	+	520	NA	promoter-TSS (FBgn0034577)	protein_coding-promoter-TSS (FBgn0034577)	-283	FBgn0003391	FBgn0003391	FBtr0071546			shg			protein_coding
bam_atac.mRp.clN_peak_3355	2R	2583431	2584826	+	520	NA	promoter-TSS (FBgn0014009)	protein_coding-promoter-TSS (FBgn0014009)	16	FBgn0259483	FBgn0259483	FBtr0307075			Mob4			protein_coding
bam_atac.mRp.clN_peak_5892	2R	20486802	20487667	+	520	NA	promoter-TSS (FBgn0035033)	protein_coding-promoter-TSS (FBgn0035033)	68	FBgn0035032	FBgn0035032	FBtr0072340			CG4692			protein_coding
bam_atac.mRp.clN_peak_3586	2R	3906335	3906800	+	520	NA	Intergenic	Intergenic	3757	FBgn0263572	FBgn0263572	FBtr0309728			mir-4981			pre_miRNA
bam_atac.mRp.clN_peak_8860	3L	21217667	21218479	+	520	NA	Intergenic	Intergenic	-1636	FBgn0004865	FBgn0004865	FBtr0078307			Eip78C			protein_coding
bam_atac.mRp.clN_peak_10665	3R	9640815	9641151	+	520	NA	promoter-TSS (FBgn0263650)	ncRNA-promoter-TSS (FBgn0263650)	-18	FBgn0263650	FBgn0263650	FBtr0310042			CR43641			ncRNA
bam_atac.mRp.clN_peak_165	2L	1185793	1186529	+	519	NA	promoter-TSS (FBgn0031322)	protein_coding-promoter-TSS (FBgn0031322)	-95	FBgn0031322	FBgn0031322	FBtr0307057			CG5001			protein_coding
bam_atac.mRp.clN_peak_5845	2R	20162847	20163773	+	519	NA	promoter-TSS (FBgn0005636)	protein_coding-promoter-TSS (FBgn0005636)	52	FBgn0005636	FBgn0005636	FBtr0330611			nvy			protein_coding
bam_atac.mRp.clN_peak_6649	3L	4626698	4627504	+	519	NA	promoter-TSS (FBgn0262733)	protein_coding-promoter-TSS (FBgn0262733)	367	FBgn0015805	FBgn0015805	FBtr0073317			Rpd3			protein_coding
